,PROMPT,IMAGE_URL
27,"

walking on the starlight,
dreamy ultra wide shot,
 atmospheric,
 hyper realistic,
 epic composition,
 cinematic,
 octane render,
 artstation landscape vista photography by Carr Clifton & Galen Rowell,
 16K resolution,
 Landscape veduta photo by Dustin Lefevre & tdraw,
 detailed landscape painting by Ivan Shishkin,
 DeviantArt,
 Flickr,
 rendered in Enscape,
 Miyazaki,
 Nausicaa Ghibli,
 Breath of The Wild,
 4k detailed post processing,
 artstation,
 rendering by octane,
 unreal engine --iw 10 --ar 9:16

",https://storage.googleapis.com/dream-machines-output/622a7006-e916-4a5f-86d9-fab8d6392736/0_0.png
28,"

full page antique lithograph of gemstones minerals,
 White background,
 art print,
 clean brush stroke,
 realistic highly detailed,
 8k post-processing highly detailed,
 rendered by octane engine,
 esty,
 --w 320 --h 512

",https://storage.googleapis.com/dream-machines-output/e7b4e0f2-1245-4c99-b2e2-56312968bb39/0_0.png
29,"

Masterful beautiful blonde Female supermodel,
 full body shot,
 radiant perfectly clear eyes,
 gems of energy,
 sacred halo,
 Loving Anima,
 vogue cover photography,
 perfect face,
 beautiful neck,
 perfect bust,
 clean lines,
 HDR,
 photorealistic,
 8k,
 radiant bright,
 hyper realistic,
 Volumetric light,
 aura,
 —ar 9:16 —quality 2

",https://storage.googleapis.com/dream-machines-output/13ee9562-35ce-4aa7-9ebb-7876146d5aa2/0_0.png
30,"

octane render 8k of beautiful mermaid 🧜🏾‍♀️ —ar 2:3  --test --upbeta

",https://storage.googleapis.com/dream-machines-output/66eb98ca-6a4f-4575-8186-ed266de09baf/0_0.png
31,"

Beautiful kingfisher catching a fish,
 cinematic lighting --beta --ar 2:3 --upbeta

",https://storage.googleapis.com/dream-machines-output/b1c1010f-144a-42a9-bf1d-2dfd58a59a5d/0_0.png
32,"

Skull oil painting by Okuda San Miguel,
 Rainbow geometric architectures blend with organic shapes,
 Pop Surrealism,
 Essence of street forms,
 Geometric structures and multicolored prints,
 Colorful,
 High Detail,
 Symmetry,
 Poster --aspect 9:32  --beta --upbeta

",https://storage.googleapis.com/dream-machines-output/22759ade-7897-425f-beb3-2762a12a8736/0_0.png
33,"

dark background with doom sky of dark energy,
 2d retro woodblock sun radiating outwards in the sky above a strange rune etched monolith that has technological appendages sprawling out and connecting with layers of surreal geology,
 black fine lines on teal ,
 stanley donwood,
 victo ngai --w 1024 --h 1792 --quality 2 --stylize 625

",https://storage.googleapis.com/dream-machines-output/7de2d21d-f870-4ed9-abd5-3a26e91dafdb/0_0.png
34,"

staring up infite climbing celestial library spiraling towards light,
 books,
 spirals,
 escher,
 dark souls,
 bloodborne fantastical,
 magical library,
 gradient,
 fantasy,
 trending artstation,
 fractals,
 ornate,
 matte painting --ar 1:3 --q 0.
5

",https://storage.googleapis.com/dream-machines-output/d3068b9d-2727-4b59-a816-aa3ed4b3dc7b/0_0.png
35,"

entrance to Mount Olympus::  greece:: heavy archway:: ornate,
  beautiful,
 lush,
  vines,
 goddess statues,
 Intricate Tree branches,
 water fountain,
 low angle,
  Photorealistic --ar 1:2 --q 2

",https://storage.googleapis.com/dream-machines-output/852bfc5a-a0d0-4ab6-9da5-76e0a9d6c7f4/0_0.png
36,"

character,
 futuristic post-apocolyptic desert security force,
 peacekeeper,
 open desert,
 wide angle,
 forged armor,
 futuristic weapon,
 energy rifle,
 cinematic,
 HDR,
 8k,
 --q 2 --ar 9:16 --s 7000

",https://storage.googleapis.com/dream-machines-output/aeee248c-1578-422d-9608-27f14d02f341/0_0.png
37,"

hyper realistic photograph,
 portrait of a beautiful happy southamerican woman,
 big silver earings,
 tied hair,
 summer :: film grain,
 Kodak portra 800,
 f1.
8,
 golden hour --ar 2:3  --beta --upbeta

",https://storage.googleapis.com/dream-machines-output/6098ce91-13e6-4aa0-977f-3131577a89f0/0_0.png
38,"

The Moon Knight dissolving into swirling sand,
 volumetric dust,
 cinematic lighting,
 close up portrait --ar 1:2 —q 2

",https://storage.googleapis.com/dream-machines-output/d6dcc6dc-445d-40df-aacc-b346df50233a/0_0.png
39,"

bioluminescent ethereal water elementals nesting in a rock pool --h 600 --s 5000

",https://storage.googleapis.com/dream-machines-output/4c0bda2a-1cfb-4514-8312-ef048f1a281f/0_0.png
40,"

portrait of the cutest red fox ever,
 fluffy,
 photorealistic,
 soft lighting,
 unreal engine --ar 3:4 --uplight --stop 80

",https://storage.googleapis.com/dream-machines-output/11eda75a-2697-4cba-9d76-5fad35ab69e9/0_0.png
41,"

how world looks like in 100 years,
 intricate,
 highly detailed --ar 9:16 --chaos 25  --s 5000 --q 2

",https://storage.googleapis.com/dream-machines-output/a5ea3587-52e1-4e02-9d4d-47acdbed8864/0_0.png
42,"

aerial view,
 ruined temple complex of marble,
 built in red rock canyon,
 arabic and gothic and star wars architecture,
 natural volumetric lighting,
 realistic high detail 4k render —no people —ar 4:9

",https://storage.googleapis.com/dream-machines-output/7fa43f8f-6139-4c3a-a085-79ac14159ab7/0_0.png
43,"

beautiful female k-pop idol wearing a cute dinosaur costume,
 her face is visible:: close up portait,
 shot on sony a1,
 85mm F/1.
4 ISO 100,
 medium format,
 45 megapixel,
 studio lighting,
 softbox,
 high shutter speed flash photography,
 award winning photograph with golden ratio composition --testp --ar 2:3 --seed 1661 --creative --stylize 2600 --upbeta

",https://storage.googleapis.com/dream-machines-output/b273627c-6d42-4726-abe6-f18023d8fb29/0_0.png
44,"

emerald letter ""W"" with ornate floral and botanical details,
 intricate,
 high details,
 art nouveau,
 dark background,
 octane render,
 35 mm --q 2

",https://storage.googleapis.com/dream-machines-output/21dd837a-1c97-47a4-aee8-0bc55cc84ef2/0_0.png
45,"

kneeling cat knight,
 portrait,
 finely detailed armor,
 intricate design,
 silver,
 silk,
 cinematic lighting,
 4k,
 --ar 9:16  --beta --upbeta --video --upbeta

",https://storage.googleapis.com/dream-machines-output/0989203f-6d2d-41d3-b9ec-15ef05ed8e84/0_0.png
46,"

portrait of Victorian 80s punk woman with red hair,
 splash of pastel colors,
 plants and flowers,
Tom bagshaw --ar 2:3  --beta --upbeta --upbeta

",https://storage.googleapis.com/dream-machines-output/8718394f-d147-4354-bfee-63d21ac4f19f/0_0.png
47,"

a jewelry design,
sakura-themed ring,
 gemstones and diamonds,
luxury,
 closeup,
 product view,
trending on artstation,
 cgsociety,
ultra quality,
digital art,
 exquisite hyper details,
4k,
Soft illumination,
 dreamy,
fashion,
 rendering by unreal engine

",https://storage.googleapis.com/dream-machines-output/1966e2bb-4aab-4f13-a040-4119e7da1ded/0_0.png
48,"

blonde girl in a cosmic dress,
 full-body tattoos,
 ornate,
 rococo,
 grotesque,
 zbrush art,
 majestic,
 organics,
 silver filigree,
 colorful,
 dark fantasy,
 celtic knot,
 anatomical,
 h r giger style,
 moebius,
 frank frazetta,
 ornate,
 art nouveau,
 symmetrical,
 turquoise jewelry,
 red smoke,
 roses,
 unbiased render,
 rotten,
 Emil melmoth,
 eerie,
 macabre,
 haunting  + insanely detailed and intricate,
 floral,
 faded pink,
 hypermaximalist,
 elegant,
 vintage,
 hyper realistic,
 super detailed,
 pastel colors,
 --ar 24:36

",https://storage.googleapis.com/dream-machines-output/ae72f8fd-4043-43c3-aac0-5231ffffeff2/0_0.png
49,"

Australian cattle dog,
 blue heeler :: fractal fur :: psychedelic :: ornate,
 photo realistic,
 detailed,
 --ar 9:16

",https://storage.googleapis.com/dream-machines-output/b0608dba-4fef-402d-8b87-e9db3af69d14/0_0.png
50,"

queen of fire character,
 crown made of flames,
 photorealistic,
 epic,
 dramatic lighting —testp —ar 2:3 --upbeta

",https://storage.googleapis.com/dream-machines-output/a9aeed8d-bb90-4f0e-a555-48808b9f158a/0_0.png
51,"

Beautiful Woman with smile appearing from colorful flowers,
 wet,
 dewdrops,
 cinematic lighting,
 photo realistic,
 by karol bak --ar 2:3 --beta --upbeta

",https://storage.googleapis.com/dream-machines-output/e6562cb3-b7bb-4a55-94f9-24db1d9fe584/0_0.png
52,"

Hypnos the God of Sleep::2 Photorealism,
 Bocca blur,
 Painted face,
 High detal::1.
5 + Sony Alpha α7,
 ISO1900::2 --aspect 9:32  --beta  --beta --upbeta

",https://storage.googleapis.com/dream-machines-output/c37cf95a-fe17-4f6b-bc12-cc06e425e622/0_0.png
53,"

an ancient ornate intricate old tome spell book with the sigil symbol of an eye emblazoned on the cover,
 cinematic,
 realistic,
 intricate detail,
 finely detailed,
 small details,
 extra detail,
 photorealistic,
 high resolution,
 3D,
 PBR,
 path tracing,
 volumetric lighting,
 octane render,
 arnold render,
 8k --ar 2:3

",https://storage.googleapis.com/dream-machines-output/c1e05de7-a2d7-4a1a-9ea1-7bf107c71d84/0_0.png
54,"

ethereal winter flowers,
 carved ice door at the end of ice steps,
 magical atmosphere,
 Renato muccillo,
 Andreas Rocha,
 Johanna Rupprecht,
 Beardsley,
 Unreal render,
 cinematic blue --aspect 9:16 --s 2500

",https://storage.googleapis.com/dream-machines-output/ae95b770-ca9e-45cb-b46f-c5e9f0af8242/0_0.png
55,"

portrait of a beautiful anime girl,
 powerful leader,
 casual T-shirt,
 lofi colors:: anime drawing,
 anime,
 lofi art,
 lofi vibes:: sunglasses,
 glasses,
 long neck,
 extra eyes,
 extra face::-1 —ar 9:16 --s 5000 --c 10 --iw 4  --uplight

",https://storage.googleapis.com/dream-machines-output/f4c0041d-82d1-470c-bb74-6f6ee21bfd8f/0_0.png
56,"

3D render of a sci-fi baroque concept design of anatomically correct brain device with terrarium,
 steampunk,
 intricate details,
 scientific,
 hyper detailed,
 photorealistic --beta --upbeta --upbeta

",https://storage.googleapis.com/dream-machines-output/592f971c-0ce9-4742-9856-b82d44e47a55/0_0.png
57,"

dark red paper with intricate designs,
tarot card ,
a mandelbulb fractal southeast asian buddha statue,
full of golden layers,
 flowers,
 cloud,
 vines,
 mushrooms,
 swirles,
 curves,
 wave,
by Hokusai and Mike Mignola,
 trending on artstation,
elaborate dark red ink illustration —w 1152 —h 2432

",https://storage.googleapis.com/dream-machines-output/92ec03ab-bae2-4705-bee4-54408ed9c0e2/0_0.png
58,"

dark teal and red ink with intricate designs,
 tarot card,
 a pyromancer witch mage,
 full of golden layers,
 clouds,
 vines,
 mushrooms,
 swirles,
 curves,
 wave,
 by Louise Nevelson and Hokusai and jean Giraud and Mike Mignola and John Howe,
 trending on artstation,
 elaborate illustration,
 incredible depth --ar 9:16

",https://storage.googleapis.com/dream-machines-output/f91203b5-0fe4-4b2d-b561-9701281ea796/0_0.png
59,"

painting by  jean - baptiste monge of a small fat Rabbit adventurer dressed in a warm overcoat with survival gear  on a winters day with snow,
 ,
  jean - baptiste monge ,
 anthropomorphic --ar 2:3 --testp --upbeta

",https://storage.googleapis.com/dream-machines-output/a64deb05-6a9b-41eb-ab49-2b404582a939/0_0.png
60,"

sci-fi mechanical human heart of a 14yo boy,
 clockwork mechanical,
 sci-fi jewellery,
 hyper realistic,
 human anatomy,
 robot --aspect 4:5

",https://storage.googleapis.com/dream-machines-output/d1d387cd-e35f-40f8-a4fe-d3843cbe77c5/0_0.png
61,"

black paper + tarot card + eldritch god,
 vintage detailed sci-fi illustration designed by Marc Simonetti and Mike Mignola + psychedelic black light style + intricate ink illustration + symmetry + bloodborne + --aspect 9:16

",https://storage.googleapis.com/dream-machines-output/ffbc868c-f9dd-44ae-856d-2cb54acbf8a7/0_0.png
62,"

Marilyn Monroe,
 T-Shirt,
 lofi colors,
 lofi vibes,
 extra eyes

",https://storage.googleapis.com/dream-machines-output/836a902d-99f5-413e-8ca3-fa2b2c808b46/0_0.png
63,"

octrender,
 8k,
 hyperreal,
 hr giger angry cat  with Dripping gloss particle explosion,
 extremely detailed,
 sharp focus,
 full body shot,
 smooth,
 digital illustration,
 by james jean,
 by banksy and mcbess,
 high contrast,
 clean lines --ar 2:3 --beta --upbeta

",https://storage.googleapis.com/dream-machines-output/a40824f0-4899-49df-b22f-a5c0e29f29d7/0_0.png
64,"

milkyway in a glass bottle,
 4K,
 unreal engine,
 octane render --ar 9:16

",https://storage.googleapis.com/dream-machines-output/d0f67afd-01db-4009-bc45-318c200834c3/0_0.png
65,"

Brunette man,
 wet brown hair,
 with splash of water hit over his face,
 serious,
 masculine,
 heroic,
 with facial hair,
 dripping,
 intricate details,
 hyper realistic water splas,
 fine details in skin texture,
 model photography,
 fashion photography,
 photography of studio,
 studio portrait lighting,
 beautiful lighting,
 8K --ar 3:5 --uplight --beta --no blur

",https://storage.googleapis.com/dream-machines-output/d547fb30-2e0e-42cc-aa6f-83733b078745/0_0.png
66,"

ethereal female warrior archangel,
 hauntingly beautiful,
 long blonde hair,
 pale skin,
 blue eyes,
 symmetrical features,
 thin features,
 narrow features,
 angelic features,
 armored wings,
 elegant features,
 bronze plate armor with silver pauldrons,
 fantasy,
 d&d,
 dynamic pose,
 full body,
 realistic,
 fine details,
 photorealism,
 cinematic,
 8k,
 hyperdetailed,
 ultra detailed --beta --ar 2:3 --upbeta --upbeta

",https://storage.googleapis.com/dream-machines-output/57da9de4-01da-4a52-993a-f804bb358528/0_0.png
67,"

Portrait of Spider-Man Miles Morales::2 Photorealism,
 Bokeh blur,
 High detail::1.
5 + Sony Alpha α7,
 ISO1900::2 --aspect 9:32  --testp --creative  --testp --upbeta

",https://storage.googleapis.com/dream-machines-output/f7887117-8243-48f4-8998-834a3f277e9b/0_0.png
68,"

handsome cute orange dragon sitting in a lush forest,
 dnd character,
 background focus,
 fantasy,
 magic,
 realistic textured skin,
 eagle feather,
 falcon wings,
 lizard legs,
 raptor,
 komodo stance,
 big glowing eyes,
 topaz gigapixel upscale --ar 9:16 --quality 2 --version 3

",https://storage.googleapis.com/dream-machines-output/7a740c44-9f0c-42b0-af78-0f3495f37077/0_0.png
69,"

skull made of red roses,
 organic horror,
 devil,
death,
 giger,
 epic,
 baroque,
 art nouveau,
 james jean,
 photorealistic render,
 3ds Max + V-Ray,
 extremely detailed and intricate,
 center composition,
 elegant,
 vfx,
 unreal engine 5,
 octane render,
 extremely contrast,
 extremely sharp lines --ar 9:16

",https://storage.googleapis.com/dream-machines-output/35a74eb4-bb3d-45d6-8bf2-f23fd17e634f/0_0.png
70,"

Anthropomorphic wolf knight::3 portrait,
 finely detailed armor,
 intricate design,
 silver,
 silk,
 cinematic lighting,
 4k,
 --ar 9:16  --beta --upbeta --upbeta

",https://storage.googleapis.com/dream-machines-output/3330dfff-e463-4879-b667-e64970455963/0_0.png
71,"

Lilith,
 beautiful face,
 neon purple flowing hair,
 manga cover,
 mystical,
 dark gothic,
 stunning,
 dreamy,
 ethereal,
 hypermaximalist,
 elegant,
 ornate,
 luxury,
 elite,
 ominous,
 cgsociety,
style of james jean,
 Tom bagshaw,
 Roberto Ferri and Marco Mazzoni,
 hyper-realistic,
 matte painting,
 enhanced :: neon dress made of flora,
 carved angels and deities ,
 action pose,
 violent,
 vengeful,
 insanely detailed and intricate,
 carved white marble,
 Mandelbulb fractal,
 sculpture,
 persian rug,
 art nouveau architecture,
 arabic scripture,
 by Zdzisław Beksiński tsutomu nihei,
 Peter mohrbacher :: complex cherry blossom,
 dreamy,
 cinematic lighting,
 Marc Simonetti,
 Patrick Turner,
 dark,
 angry,
 action pose,
 violent,
 vengeful,
 multiverse,
 Peter Mohrbacher,
 insanely detailed and intricate,
 golden ratio,
 hypermaximalist,
 elegant,
 ornate,
 luxury,
 elite,
 ominous,
 line details,
 visionary art,
 matte painting,
 cinematic,
 cgsociety,
 James jean,
 Brian froud,
 ross tran,
 trending on artstation,
 pierre auguste renoir,
 beautiful highly detailed --ar 1:2 --beta --upbeta --upbeta

",https://storage.googleapis.com/dream-machines-output/3afe5601-3239-4f8e-8350-c381c259c20b/0_0.png
72,"

skeletal electric guitar,
 cosmic guitar strings,
 cinematic lighting,
 3d prop art,
 --ar 9:16

",https://storage.googleapis.com/dream-machines-output/b78e7371-7e2c-494e-a362-06f9018eb84a/0_0.png
73,"

cascading plateaus with japanes maple trees inside a crevice,
 soft illumination,
 Impressionism,
 Traditional Chinese Ink painting,
 trending in Artstation --ar 2:5 --s 12000 --q 2

",https://storage.googleapis.com/dream-machines-output/cc3eba70-5598-47a8-af8e-abe23e414105/0_0.png
74,"

cyberpunk tarot cart of hooded woman with a glowing rifle --ar 2:3 --beta  --beta --upbeta

",https://storage.googleapis.com/dream-machines-output/8e61f219-dbff-4700-adf2-64ec646d1ba9/0_0.png
75,"

An imposing and highly ornamented fantasy castle,
 Carved from Sapphire stone,
 Atmosphere,
 Dramatic lighting,
 Beautiful Landscape,
 Epic composition,
 Wide angle,
 by Miyazaki,
 Nausicaa Ghibli,
 Breath of The Wild --aspect 9:32

",https://storage.googleapis.com/dream-machines-output/b4084579-d79e-4533-8825-27642f069c85/0_0.png
76,"

dark cyan paper with intricate designs,
tarot card,
 a mandelbulb fractal,
 two fish,
 full of golden layers,
 flowers,
 cloud,
 vines,
 water,
 swirles,
 curves,
 wave,
by Hokusai and Mike Mignola,
 trending on artstation,
elaborate dark cyan ink illustration —w 1152 —h 2432

",https://storage.googleapis.com/dream-machines-output/befb2831-7e0d-4522-8d02-1c9a5e92f0b7/0_0.png
77,"

cell shading jellyfish on black paper,
 vivid colours,
  by Moebius,
 hiroshi yoshida,
 Druillet --ar 9:21

",https://storage.googleapis.com/dream-machines-output/4a64f9d6-98ce-43e8-bfe2-a00c002d3da4/0_0.png
78,"

crimson infographic of the creation of the sun/chart/schematics/measurements/marginalia/abstract/tarot card/8k/surreal/new media design/poster style/colorful highlights/extremely detailed/symmetric design/edward tufte style/crimson on black canvas/ --q 2 --ar 1:2

",https://storage.googleapis.com/dream-machines-output/71dece8d-a13e-4e5c-b980-65a78b89211a/0_0.png
79,"

very very very tall mystical Burmese waterfall,
 hyperreal,
 hyper realistic,
 realistic,
 Burmese art,
 Burmese,
 Myanmar,
 yama zatdaw,
 Ramayana,
 octane render,
 high definition,
 8k,
 8k render,
 Burmese river,
 Burmese forest,
 Burmese waterfall,
 realistic lighting,
 volumetric lighting —ar 2:5

",https://storage.googleapis.com/dream-machines-output/923bb57f-f123-456e-bd9b-33aac101ae04/0_0.png
80,"

golden letter M flowers intricate water color Alphonse Mucha with dark Doom background

",https://storage.googleapis.com/dream-machines-output/d4db4911-bfc9-4e08-be20-9a4b5746ce2f/0_0.png
81,"

""The Midjourney Multiverse"" highly detailed carving on ""southern ice"" porcelain,
 partially glazed,
 woodfired,
 art gallery --ar 5:7 --q 2

",https://storage.googleapis.com/dream-machines-output/b635d360-e9a5-47ab-8752-10dbdfa0fd08/0_0.png
82,"

portrait of young nordic girl,
 age 25,
 freckled skin,
 neck tatoo,
 blue eyes,
 blond hair,
 35mm lens,
 photography,
 ultra details --ar 16:9 --beta --upbeta --upbeta

",https://storage.googleapis.com/dream-machines-output/59dd6f55-5191-4b29-8e09-7fdd905f8dd1/0_0.png
83,"

bold ornate fantasy ecosystem infographics in the style of Herbert Bauer,
 Edward Tufte,
 David McCandless —ar 5:7

",https://storage.googleapis.com/dream-machines-output/75fde254-1ebb-47f5-a403-39f5d3bdecac/0_0.png
84,"

ancient scroll diagram,
 bold shūji,
 chart,
 schematics,
 infographic,
 scientific,
 measurements,
 abstract,
 surreal,
 collage,
 new media design,
 poster,
 colorful highlights,
 tarot card,
 glowing ruins,
 marginalia,
 8k,
 extremely detailed,
 dark color palette::1 style of Katsuhiro Otomo + Masamune Shirow::0.
8 pantone,
 on black canvas,
 typography annotations::0.
3 --ar 3:5 --q 2

",https://storage.googleapis.com/dream-machines-output/97ee6936-583a-495a-b7f4-ca5d55b7dbf5/0_0.png
